id,rssi_data_id,anchor_id,rssi_value,timestamp,X,Y,name,timestamp_2byte
34369,236,A1_V,-74,2025-08-07 10:29:03,3.5,1.0,Galaxy S24,32751
34370,236,A3_V,-74,2025-08-07 10:29:04,3.5,1.0,Galaxy S24,32752
34371,236,A1_H,-78,2025-08-07 10:29:04,3.5,1.0,Galaxy S24,32752
34372,236,A2_H,-73,2025-08-07 10:29:04,3.5,1.0,Galaxy S24,32752
34373,237,A3_V,-79,2025-08-07 10:29:33,4.0,1.0,Galaxy S24,32781
34374,237,A2_V,-72,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34375,237,A1_V,-83,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34376,237,A4_H,-75,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34377,237,A1_H,-68,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34378,237,A4_V,-73,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34379,237,A3_H,-75,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34380,237,A2_H,-61,2025-08-07 10:29:34,4.0,1.0,Galaxy S24,32782
34381,238,A2_V,-72,2025-08-07 10:30:02,4.5,1.0,Galaxy S24,32810
