"id","rssi_data_id","anchor_id","rssi_value","timestamp","X","Y","name"
25246,209,"A3_V","-70","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25247,209,"A4_V","-89","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25248,209,"A4_H","-90","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25249,209,"A2_V","-69","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25250,209,"A1_V","-80","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25251,209,"A1_H","-84","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25252,209,"A2_H","-64","2025-07-25 10:15:06","3.5","0.5","Galaxy S24"
25253,209,"A1_V","-65","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25254,209,"A2_V","-74","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25255,209,"A4_V","-70","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25256,209,"A1_H","-70","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25257,209,"A2_H","-69","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25258,209,"A4_H","-68","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25259,209,"A3_V","-72","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25260,209,"A3_H","-70","2025-07-25 10:15:41","4","0.5","Galaxy S24"
25261,209,"A1_V","-65","2025-07-25 10:16:12","4.5","0.5","Galaxy S24"
25262,209,"A3_H","-83","2025-07-25 10:16:12","4.5","0.5","Galaxy S24"
25263,209,"A4_H","-75","2025-07-25 10:16:12","4.5","0.5","Galaxy S24"
25264,209,"A3_V","-88","2025-07-25 10:16:12","4.5","0.5","Galaxy S24"
25265,209,"A4_V","-68","2025-07-25 10:16:12","4.5","0.5","Galaxy S24"
25266,209,"A2_V","-63","2025-07-25 10:16:12","4.5","0.5","Galaxy S24"
25267,209,"A1_H","-71","2025-07-25 10:16:13","4.5","0.5","Galaxy S24"
25268,209,"A2_H","-67","2025-07-25 10:16:13","4.5","0.5","Galaxy S24"
25269,209,"A2_V","-65","2025-07-25 10:16:48","5","0.5","Galaxy S24"
25270,209,"A3_V","-69","2025-07-25 10:16:48","5","0.5","Galaxy S24"
25271,209,"A2_H","-69","2025-07-25 10:16:48","5","0.5","Galaxy S24"
25272,209,"A1_V","-64","2025-07-25 10:16:48","5","0.5","Galaxy S24"
25273,209,"A4_H","-68","2025-07-25 10:16:49","5","0.5","Galaxy S24"
25274,209,"A3_H","-77","2025-07-25 10:16:49","5","0.5","Galaxy S24"
25275,209,"A1_H","-75","2025-07-25 10:16:49","5","0.5","Galaxy S24"
25276,209,"A4_V","-89","2025-07-25 10:16:49","5","0.5","Galaxy S24"
25277,209,"A2_H","-58","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25278,209,"A3_V","-79","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25279,209,"A4_V","-74","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25280,209,"A4_H","-65","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25281,209,"A3_H","-74","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25282,209,"A1_H","-75","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25283,209,"A2_V","-70","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25284,209,"A1_V","-65","2025-07-25 10:17:15","5.5","0.5","Galaxy S24"
25285,209,"A3_V","-75","2025-07-25 10:17:41","6","0.5","Galaxy S24"
25286,209,"A2_H","-69","2025-07-25 10:17:41","6","0.5","Galaxy S24"
25287,209,"A2_V","-72","2025-07-25 10:17:42","6","0.5","Galaxy S24"
25288,209,"A1_V","-74","2025-07-25 10:17:42","6","0.5","Galaxy S24"
25289,209,"A1_H","-84","2025-07-25 10:17:42","6","0.5","Galaxy S24"
25290,209,"A4_V","-71","2025-07-25 10:17:42","6","0.5","Galaxy S24"
25291,209,"A3_H","-74","2025-07-25 10:17:42","6","0.5","Galaxy S24"
25292,209,"A4_H","-63","2025-07-25 10:17:42","6","0.5","Galaxy S24"
25293,209,"A3_H","-75","2025-07-25 10:18:12","6.5","0.5","Galaxy S24"
25294,209,"A1_V","-76","2025-07-25 10:18:12","6.5","0.5","Galaxy S24"
25295,209,"A2_H","-58","2025-07-25 10:18:12","6.5","0.5","Galaxy S24"
25296,209,"A3_V","-82","2025-07-25 10:18:13","6.5","0.5","Galaxy S24"
25297,209,"A1_H","-80","2025-07-25 10:18:13","6.5","0.5","Galaxy S24"
25298,209,"A2_V","-69","2025-07-25 10:18:13","6.5","0.5","Galaxy S24"
25299,209,"A4_V","-87","2025-07-25 10:18:13","6.5","0.5","Galaxy S24"
25300,209,"A4_H","-56","2025-07-25 10:18:13","6.5","0.5","Galaxy S24"
25301,209,"A1_H","-71","2025-07-25 10:18:41","7","0.5","Galaxy S24"
25302,209,"A4_H","-62","2025-07-25 10:18:41","7","0.5","Galaxy S24"
25303,209,"A2_V","-63","2025-07-25 10:18:42","7","0.5","Galaxy S24"
25304,209,"A3_V","-67","2025-07-25 10:18:42","7","0.5","Galaxy S24"
25305,209,"A3_H","-74","2025-07-25 10:18:42","7","0.5","Galaxy S24"
25306,209,"A2_H","-67","2025-07-25 10:18:42","7","0.5","Galaxy S24"
25307,209,"A4_V","-72","2025-07-25 10:18:42","7","0.5","Galaxy S24"
25308,209,"A1_V","-79","2025-07-25 10:18:42","7","0.5","Galaxy S24"
25309,209,"A1_H","-73","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25310,209,"A1_V","-82","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25311,209,"A2_V","-68","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25312,209,"A3_V","-73","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25313,209,"A3_H","-73","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25314,209,"A4_V","-69","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25315,209,"A2_H","-61","2025-07-25 10:19:09","7.5","0.5","Galaxy S24"
25316,209,"A4_H","-57","2025-07-25 10:19:10","7.5","0.5","Galaxy S24"
25317,209,"A4_V","-82","2025-07-25 13:16:25","0","1","Galaxy S24"
25318,209,"A3_V","-56","2025-07-25 13:16:25","0","1","Galaxy S24"
25319,209,"A1_V","-63","2025-07-25 13:16:25","0","1","Galaxy S24"
25320,209,"A3_H","-57","2025-07-25 13:16:26","0","1","Galaxy S24"
25321,209,"A1_H","-87","2025-07-25 13:16:26","0","1","Galaxy S24"
25322,209,"A4_H","-72","2025-07-25 13:16:26","0","1","Galaxy S24"
25323,209,"A2_V","-83","2025-07-25 13:16:26","0","1","Galaxy S24"
25324,209,"A2_H","-71","2025-07-25 13:16:26","0","1","Galaxy S24"
25325,209,"A4_V","-82","2025-07-25 13:17:03","0.5","1","Galaxy S24"
25326,209,"A2_V","-74","2025-07-25 13:17:03","0.5","1","Galaxy S24"
